Thrust,Torque
0.14224,-3.468E-14
0.14355,0.00016944
0.15044,0.00077519
0.16327,0.0013327
0.1786,0.0013149
0.19159,0.00063226
0.19811,-0.00035172
0.1964,-0.001084
0.18796,-0.0011816
0.1773,-0.00070254
0.16998,-0.00014425
0.16841,1.5371E-05
0.16777,-9.2138E-05
0.16614,-0.00047704
0.1675,-0.00081782
0.17481,-0.00074187
0.18706,-0.0001513
0.19964,0.00073083
0.2067,0.001497
0.20423,0.0017777
0.19256,0.0014525
0.17714,0.00075355
0.16627,0.00016418
0.1645,1.5862E-05
0.16524,-0.0018519
0.16749,-0.0079179
0.17477,-0.011776
0.18546,-0.0075729
0.19343,0.0043795
0.18774,0.018076
0.15615,0.025833
0.10253,0.023281
0.048121,0.012781
0.010626,0.0026988
-2.5623E-12,2.0869E-12
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0099848,-0.00077981
0.036776,-0.0043607
0.073667,-0.0098923
0.11717,-0.014988
0.16082,-0.017483
0.19309,-0.016341
0.20524,-0.011888
0.19962,-0.0055497
0.1857,0.00070791
0.17188,0.0050759
0.16291,0.006538
0.16027,0.0052718
0.16241,0.0026304
0.1654,0.00052356
0.16596,1.6461E-05
0.16628,1.9301E-05
0.17038,1.7628E-05
0.17947,-1.7271E-05
0.19142,-9.506E-05
0.20181,-0.00019198
0.20604,-0.00026324
0.20159,-0.00026886
0.18967,-0.00019963
0.17536,-8.998E-05
0.16547,-4.2567E-06
0.16316,1.6671E-05
0.16329,2.4079E-05
0.16549,4.3936E-05
0.17213,4.1213E-05
0.18312,-1.3466E-05
0.19532,-0.00011604
0.20378,-0.00022998
0.20396,-0.0003053
0.19401,-0.00030461
0.17631,-0.00022562
0.15736,-0.00010899
0.14498,-2.1005E-05
0.14224,2.2409E-14
